s_id,s_search,p_title,p_author,p_award,p_abstract,p_search
1012,Emotions|| Resilience|| Creativity and Innovation,1|Innovator Resilience: An Exploratory Case Study on the Human Side of Innovation Project Failure,1|Gisa Moenkemeyer|Otto Beisheim Graduate School of Management (WHU)||,,"Innovation projects fail at an astonishing rate. Yet, negative effects of innovation project failures on employees associated with the projects have been largely neglected in research streams dealing with innovation project failures. Nonetheless, it is vital to maintain or even strengthen the project members innovative functioning in subsequent innovation projects after such setbacks. For this, the concept of resilience, i.e. the ability of project members to bounce back (or even grow) after a setback like a project failure, is fundamental. We develop the second order construct of innovator resilience consisting of self-efficacy, outcome expectancy, optimism, hope, self-esteem, and risk propensity, which is important for project members innovative functioning in innovation projects subsequent to a failure. Additionally, we use the case of a large innovation projects failure to explore characteristics of innovation project terminations affecting innovator resilience. Theoretical and empirical implications are discussed.",individual resilience| innovation failure| project termination
1012,Emotions|| Resilience|| Creativity and Innovation,2|Bringing Honey Out of People: How Managing Envy Helps the Organizational Innovation Process,1|Marina Biniari|Strathclyde U.||,,"Adopting a social interactionist perspective, this paper explores how envy emerges and is diffused during the process of innovating in organizations. We propose a model of envy recognition and management that translates the potential harmful effects of envy towards beneficial outcomes for organizational innovation. We theorize around the role of leaders--top and middle managers-- as shapers and implementers of the organizational context respectively. These leaders help structure and coordinate management actions that leverage naturally occurring envy for organizational innovation.",organizational innovation| emotion recognition and management| envy
1012,Emotions|| Resilience|| Creativity and Innovation,3|What Makes a Jogging Shoe Similar to a MP3 Player? A Process Model of Thematic Ideation,1|Julia Katharina Frohlich|Otto Beisheim Graduate School of Management (WHU)||2|Michael Gibbert|U. of Lugano||,,"Similarity recognition plays a fundamental role in managerial cognition as it influences a wide range of managerial activities (e.g. idea generation, creativity, recognition of opportunities and challenges, and knowledge representation and transfer). Management literature so far has mostly defined similarity in terms of taxonomic similarity, in other words two entities are similar to the extent that they share features. In Western cultures this kind of similarity dominates the management literature as well as educational systems. However, recent research in cognitive psychology shows that sharing features is not the only possible basis for similarity. Specifically, thematic similarity  being similar due to the fulfillment of complementary roles in an event or scenario  has been suggested as an important additional basis for similarity. While cognitive science hails thematic similarity as an integral part of human cognition, research on managerial cognition has all but ignored the construct. In our research, we build on cognitive psychology to shed more light on how thematic similarity may help to generate successful thematically driven innovation ideas and further develop its theoretical basis. Building on this, we develop a process model of thematic ideation.",idea generation| similarity| creativity
1176,Group Structure|| Coalitions|| Negotiation,1|A New Perspective on Coalitions: What Motivates Membership?,1|Christopher J. Meyer|Baylor U.||,,"This paper seeks to advance coalition theories by integrating the idea of prevention and promotion focused motivation from psychology and the activation of a gain or loss frame by the group.  This frame is then applied to explain the effects on four classic outcomes - size of the coalition, membership of the coalition, distribution of the outcomes within the coalition, and stability or duration of the coalition.",coalitions| small group| framing
1176,Group Structure|| Coalitions|| Negotiation,2|Negotiations between Equally vs. Unequally Sized Teams: Effects on Negotiation Process and Outcome,1|Andreas W. Richter|U. of Cambridge||2|Wendy P. Van Ginkel|Erasmus U. Rotterdam||3|Anne Nederveen Pieterse|U. of Groningen||,,"Interteam negotiation introduces an influence on negotiation process and outcomes not captured by the dominant research focus on interpersonal negotiation: size differences between negotiating parties. We propose that negotiation dynamics develop differently in interteam negotiations of equally versus unequally sized teams. Whereas positioning, the statement of outcome preferences early in the process, reduces outcomes for equally-sized teams by inviting compromising behavior, positioning results in higher outcomes for unequally-sized teams by inviting problem-solving behavior. These predictions were supported in an experiment in which negotiation processes were captured through unobtrusive behavioral coding. We discuss how these findings extend negotiation theory and research.",negotiation| intergroup
1176,Group Structure|| Coalitions|| Negotiation,3|Three Amigos vs. Dynamic Duos: The Effect of Simmelian Friends on Retaliation,1|Kenneth Goh|Carnegie Mellon U.||2|David Krackhardt|Carnegie Mellon U.||3|Laurie R. Weingart|Carnegie Mellon U.||4|Tat Koon Koh|Carnegie Mellon U.||,,"This study examines how the group structure, in terms of the relational pattern of friends and strangers in a triad, affects fairness perceptions.  We build on two extant theoretical claims that make opposing predictions about the effects of embedded Simmelian friendships on retaliatory initiatives.  The egocentrism hypothesis predicts that Simmelian-tied actors will be least likely to retaliate following a disadvantageous outcome because egocentrism will be lowest in these ties.  In contrast, the symbolic exchange hypothesis predicts that Simmelian-tied actors will be most likely to retaliate following a disadvantageous outcome because the aggrieved party experiences the most drastic loss in value.   The results show that differences in retaliatory initiatives varied across different structures.  In particular, actors were most likely to retaliate following a disadvantageous deal from a Simmelian friend, providing support for the symbolic exchange hypothesis.",social exchange| retaliation| simmelian ties
1177,Forgiveness|| Blame|| Organizational Culture,1|The Forgiving Organization: Building and Benefiting From a Culture of Forgiveness,"1|Ryan Fehr|U. of Washington, Seattle||",1|Winner of CM Division Best Paper Award - New Directions||,"Forgiveness is a powerful social force with lasting consequences for victims and offenders. Nonetheless, theory on forgiveness as an organizational phenomenon has lagged. In response to this concern, we introduce the construct of forgiveness culture as an organizational affordance and constraint. Forgiveness culture emergence is traced to three key values  relationality, temperance, and dignity  that are cultivated through leaders and organizational structures. Helping, building, and creating are in turn examined as its primary behavioral consequences.",forgiveness| conflict| organizational culture
1177,Forgiveness|| Blame|| Organizational Culture,2|The Effects of Observed Forgiveness and Discipline on Teammate Forgiveness and Team Perceptions,"1|Lukas B. Neville|Queen's School of Business, Canada||2|Susan E. Brodt|Queen's U.||",,"In the wake of a workplace trust violation, victims may choose to forgive a transgressor rather than nurse a grudge.  Little research has considered how the victims choice to forgive influences the perceptions and interpersonal motives of teammates who witness a trust breach and its aftermath.  In an experimental vignette study, we test how forgiveness interacts with the type of discipline faced by the transgressor (forbearing, retributive or restorative) to shape teammates own forgiveness of the transgressor, their intention to punish the transgressor, their identification with the team, and their perceptions of the teams justice and cohesion.",forgiveness| justice| teams
1177,Forgiveness|| Blame|| Organizational Culture,3|The Blame-taker's Dilemma: Actions and Reactions in the Wake of Organizational Failure,"1|Brian C. Gunia|Johns Hopkins U., Carey Business School||",1|Winner of CM Division Best Student Paper Award||2|William H. Newman Award Nominee||,"In the wake of negative organizational events, research directs the involved actors to apologize. However, apologies often communicate two, distinct messages: responsibility (they take blame) and regret (they express remorse). Though theoretically and practically distinguishable, taking blame and expressing remorse, independently, have not received much research attention. This leaves an important gap, as organizational actors often do one without the other. My research focuses on blame-taking, examining its independent incidence and effectiveness after a common event: a failure with multiple causes. Study 1 investigated incidence, asking consultants to reflect on a failure that they had personally experienced. Their responses suggested that blame-taking is rare and confined to leaders and minor failures. Study 2 sampled separate consultants from the same firm; they reacted to someone who took blame or expressed remorse for the Study 1 stories. Notwithstanding its scarcity, blame-taking was roundly rewarded by the Study 2 participants, in comparison to remorse. With a sample of working adults, Study 3 replicated these effects and documented a reason: blame-taking establishes an actors character more than remorse. Overall, this research highlights a potential disconnect between what organizational actors do and what others want them to do. People appear quite reluctant to take blame, even though their counterparts would almost uniformly welcome it.",blame| remorse| apology
1227,Meetings|| Rules|| Replication Strategy,1|Meetings in the Strategy Process: Toward an Integrative Framework,1|Katharina Dittrich|U. of Zurich||2|Stephane Guerard|U. of Zurich||3|David Nils Seidl|U. of Zurich||,1|SAP Best Student Paper Award||,"During the last three decades, scholars from communication studies, political science, sociology, cultural anthropology and management science have studied the characteristics and dynamics of meetings from different perspectives. This has resulted in a large, though very fragmented, body of knowledge about meetings and their different functions in the organization. So far, however, this knowledge has not been systematically related to the strategy process. The purpose of this review is to organize the different literatures by identifying the meeting functions (coordination, cognitive, political, symbolic and social) as well as the meeting practices (initiation, conduct and termination practices) and by outlining the impact of meetings on the strategy process. This results in an integrative framework which synthesizes the literature and which serves as a guide for future research.",meetings| practice of strategy| strategy process
1227,Meetings|| Rules|| Replication Strategy,2|Replication as Shaping: Investigating Micro Practices of Business Format Replication,1|Martin Friesl|Lancaster U.||2|Joanne Larty|Lancaster U.||,,"This paper contributes to the existing literature on replication of routines and capabilities. Replication is traditionally conceptualized as knowledge transfer between a replicator and a replicatee. Based on an empirical study of two franchising networks we show that replication goes beyond knowledge sharing. More specifically, we identify three micro practices (sensing, practicing and sharing) by which replicatees actively shape local adaptation but also change the formal business format for subsequent cycles of replication. In line with recent research on routines and rules in organizations this also highlights the role of replicatees agentic orientation (local vs. holistic) for whether local adaptation results in the reshaping of the overall business format.",replication| routines| adaptation
1227,Meetings|| Rules|| Replication Strategy,3|Rules of Suspension: A Rules-Based Explanation of Strategy Workshops in the Strategy Process,1|David Nils Seidl|U. of Zurich||2|Donald MacLean|Glasgow U.||3|Robert MacIntosh|U. of Glasgow||,1|Carolyn Dexter Award Nominee||,"This paper develops a rules-based view of the role of strategy workshops in developing and changing firm strategy. It is based on prior studies which elaborated a rules-based perspective on strategy process and on more recent work focused on strategy workshops as an important strategic practice. We use an in-depth study of strategy workshops to develop a typology of three different rule sets: (1) generative rules which bring forth organizational activities, (2) defensive rules which inhibit changes to the generative rules and (3) rules of suspension, i.e. rules for suspending defensive rules. We argue that within strategy workshops it is possible to use rules of suspension as a temporary means of disrupting defensive rules which, in turn, facilitates changes to existing generative rules. The paper makes three contributions to the literature. First, we contribute to the rules-based perspective on strategy process by building a theoretical framework to explain interactions between rule sets during strategy development. Second, we contribute to the literature on strategy-as-practice which is interested in the effects of different strategic practices such as strategy workshops. Third, our micro-level observations add new insight to on-going discussions about the relationship between organizational stability and strategic change.",rules-based perspective| strategy process| strategy workshops
1233,Social Responsibility|| Experiential Learning|| Management Development,1|Promoting CSR and Sustainable Development Through Service Learning Programs,1|Nicola M. Pless|ESADE||2|Thomas Maak|ESADE||3|Guenter K. Stahl|WU Vienna/INSEAD||,1|MED SAGE/Journal of Leadership and Organizational Studies Best Paper Award for the most significant contribution to advance leadership and organizational studies.||,"In this article we discuss how HR can support corporate sustainability strategy by designing and implementing leadership development programs incorporating international service learning assignments. We describe Project Ulysses, an integrated service learning program which involves sending participants in teams to developing countries to work in cross-sector partnerships with NGOs and social entrepreneurs, supporting them in their fight against some of the worlds most pressing problems, such as poverty alleviation, environmental degradation, and pandemic diseases like HIV/AIDS. In order to understand how companies can promote social responsibility and sustainable development through service learning, we present the findings of a narrative analysis of learning stories produced by Ulysses participants upon completion of their field assignments. Understanding how participants make sense of, and learn from, their experiences abroad provides us with insights into how service learning programs can help managers to develop the knowledge, skills and mindset that will enable them to successfully support a companys global sustainability efforts. We conclude by discussing the implications for leadership development, specifically how organizations can incorporate a responsibility and sustainability focus in their management development programs.",global leadership| corporate social responsibility| service learning
1233,Social Responsibility|| Experiential Learning|| Management Development,2|Humanistic Business Schools as the Way Forward - An Essay,1|Wolfgang Amann|Goethe U. Frankfurt||2|Shiban Khan|U. of St. Gallen||,,"Many of todays most influential executives as well as the management profession in general are under scrutiny today as the financial crisis since 2007 was caused by questionable decisions and poor risk management. Involved players were educated in the very business schools that claim to prepare future business leaders. This article suggests more humanistic business schools as the way forward by illustrating how the administration, research as well as teaching differs in humanistic business schools (HUBS).",management education| business school
1233,Social Responsibility|| Experiential Learning|| Management Development,3|Surprise and Sensemaking: Understanding Anxiety in MBA Programmes,1|Amanda Hay|Nottingham Trent U.||2|John Blenkinsopp|U. of Teesside||,,"Emotion is an important feature of management education, yet it is rarely acknowledged, even though emerging research suggests that the emotional aspects of management education may be of even greater significance to students than the cognitive experience of skill and knowledge acquisition.  In this paper we focus on negative emotion, specifically anxiety, exploring the often unspoken anxieties surrounding MBA programmes. In contrast to previous work which draws attention to experiences of acute anxiety for a minority of MBA students, our earlier survey work suggested that a majority of MBA students experience moderate anxiety in relation to their programmes. In this paper, we develop understandings of the role of such forms of MBA anxiety, drawing upon interview data.  Our analysis suggests the MBA can usefully be conceptualised as a series of surprises or occasions for sensemaking imbued with anxiety. The paper proposes that the leveraging of such anxiety, rather than its denial, presents management educators with rich possibilities for enhancing student learning, and management practice, through the development of negative capability.",anxiety| mba| surprise
1236,,1|Emotional Display Rule Perceptions and Job Performance: The Moderating Role of Employees Affect,1|Frank Walter|U. of Groningen||2|Catherine K Lam|City U. of Hong Kong||,,"This study investigates the relationship between emotional display rule perceptions and job performance. Building on theories of emotional labor, we cast employees positive and negative affect at work as crucial moderators. Results obtained in a sample of 245 frontline service employees demonstrate that employees experiencing strong positive affect exhibited high task and contextual performance irrespective of their display rule perceptions. Employees experiencing little positive affect, however, depended on their respective perceptions to attain high performance levels. Further, negative affect moderated the relationship of perceived display rules with task performance (marginally) and one aspect of contextual performance (voluntary learning). Employees experiencing high negative affect scored relatively low on these performance criteria irrespective of their display rule perceptions, whereas such perceptions benefitted the respective criteria for employees experiencing little negative affect. Taken together, this study highlights performance consequences of employees display rule perceptions and uncovers key boundary conditions for these relationships.",display rules| emotional labor| job performance
1236,,2|Does the Physical Environment Enhance Creativity?: The Mediating Role of Mood,"1|Ying-Tzu Lin|National Sun Yat-sen U.||2|I-Heng Chen|National Sun Yat-sen U.||3|Alix Valenti|U. of Houston, Clear Lake||4|Anyi Chung|National Sun Yat-sen U.||5|Amber Yun-Ping Lee|National Sun Yat-sen U.||6|Hsien Chun Chen|National Sun Yat-sen U.||7|Li-Chin Pang|Tajen U.||",,"More and more researchers assert that the physical environment in which people work is critical to creativity. However, the dynamics of the relationship are left unanswered. Within different sub-areas of research in the psychology of creativity, mood!|s intermediary character emerges as one of the most widely studied and least disputed predictors of creativity. Accordingly, this study explores whether features of physical workplaces influence employee mood in order to determine how physical environments relate to creativity. A total of 150 full-time employees whose jobs demand creative performance participated in a survey-designed study. Multiple linear regression results indicate that physical environments are positively related to creativity. In addition, the positive mood that people possess in the work context mediates the relationship. The results show the importance of a positive mood as an intermediary between the physical environment and creativity. Thus, we conclude that although features of the physical environment are not directly associated with creativity, their direct connection with mood and indirect relationship with creativity are worth further investigation. Implications and future research suggestions are provided.",workplace| mood| creativity
1236,,3|Model of Developmental Experiences and Turnover: The Role of Affect and Emotional Intelligence,"1|Yuntao Dong|U. of Maryland, College Park||2|Myeong-Gu Seo|U. of Maryland||3|Kathryn M. Bartol|U. of Maryland, College Park||",,"This study proposed and tested an affect-based model explaining the influence of developmental job experiences on individual turnover. Using survey data from 231 early-career managers, we found that developmental job experiences induced both pleasant and unpleasant feelings at work, and pleasant feelings directly reduced turnover intention. Although unpleasant feelings did not directly predict turnover intention, we found that the hypothesized positive relationship was significant only when employees were rated low on emotional intelligence, supporting the moderating role of emotional intelligence. Finally, we demonstrated that turnover intention was significantly related to actual turnover.",developmental job experiences| turnover| affective experiences
1236,,"4|The Effects of Daily Humor on Affect, Work Engagement, and Job Satisfaction",1|Christopher Robert|U. of Missouri at Columbia||2|Serge Pires Da Motta Veiga|U. of Missouri at Columbia||3|James E Wilbanks|U. of Missouri||,,"This study tested the theory that the impact of workplace humor in organizations is mediated by state affect. Employees (N = 35) completed questionnaires measuring humor events and state affect twice each day for 10 workdays, and work engagement, and job satisfaction at the end of each workday. Results suggested humor events predicted state positive affect, state positive affect predicted work engagement and satisfaction, and the relationship between humor events and engagement and satisfaction was mediated by state positive affect. Additional analyses examined derogatory humor events, and the distinction between social and non-social humor events.",humor| affect| engagement
1240,Behavioral Skill Development|| Experiential Learning|| Teaching Skills,1|Creating a Favorable Emotional Climate in the Classroom,1|Gavriel Meirovich|Salem State U.||,,"The focus of this paper is the creation of a favorable affective climate in the classroom which facilitates learning and improves students performance. The proper emotional climate is a complex phenomenon which should involve the right balance of emotions in terms of their valence, intensity, sequence, congruence etc. Adaptation of emotional responses to different situations requires application of contingency approach in creating an optimal emotional climate in the classroom. Invoking Hersey and Blanchards seminal model of Situational Leadership, the paper provides theoretical background for using certain emotional responses in different situations. Using the contingency paradigm allows for reaching an apt level of theoretical generalization, avoiding  one best-way approach on the one hand and addressing emotions on a case-by-case basis on the other. Practical steps for increasing/reducing emotional arousal in class are discussed.Key words: Emotional Climate, Contingency Approach, Situational LeadershipPaper is No Longer Available Online: Please contact the author(s).",med best paper in management education award sponsored by wiley-blackwell publishing for the paper that offers the most significant contribution to management education.
1240,Behavioral Skill Development|| Experiential Learning|| Teaching Skills,2|Time Compression as an Enhancer of Whole Person Learning and Behavioral Skills Acquisition,1|Robert C Giambatista|Lehigh U.||2|J Duane Hoover|Texas Tech U.||,1|MED Best Paper in Management Education Award sponsored by Wiley-Blackwell Publishing for the paper that offers the most significant contribution to management education.||,"This study proposes that time compression is a potential pedagogical asset in management education when pedagogical objectives shift from a cognitive to a behavioral emphasis.  We argue that whole person learning (Hoover, Giambatista, Sorenson & Bommer,2010), an extension of experiential learning, is facilitated by time compression due to benefits of immersion in producing learning environments that are simultaneously high on cognitive, emotional, and behavioral learning properties. Extant literature generally argues in favor of spaced practice providing extended time for reflection as opposed to immersion. We found support for our hypothesis by assessing improvement on a pre-test, experiential pedagogy, post-test design, such that MBA students in a time-compressed summer session displayed greater skill acquisition and higher satisfaction through assessment center testing than did 14-week session students.  We proposed and found support for a fit model that limited time compressions effectiveness to circumstances where it was combined with a behavioral pedagogy.",experiential learning| time| behavioral skills
1240,Behavioral Skill Development|| Experiential Learning|| Teaching Skills,3|Evaluating Others: Skill Development through Peer Evaluations,1|Stephane Brutus|Concordia U.||2|Magda Donia|U. of Ottawa||3|Sigalit Ronen|TUI U.||,,"In this paper, we describe how the repeated experience of evaluating peers within undergraduate classes represents an opportunity for students to become more confident and skilled at the task of evaluating others.  Using a matched group quasi-experimental design, 182 students evaluated their learning group members in three different semesters.  Our results indicate that the use of a standardized peer evaluation system represents an effective means of increasing students confidence in evaluating their peers as well as improving the quality of the feedback they provide to others.  These findings demonstrate the added value of incorporating standardized evaluations into business school group work as a means of generating skills relevant to the managerial practice.  Implications for research and practice as well as future research directions are proposed.",performance evaluation| soft skills
1242,Leadership Development|| Management Education|| Teaching Methods,1|The Challenges of Leadership Development: Are Business Schools Exhibiting Evidence Based Practice?,1|Benjamin J. Amos|George Mason U.||2|Michelle Amy Marks|George Mason U.||,,"We examine some of the challenges of promoting leader development and whether Universities generally and MBA programs in particular are using evidence based practice to develop students into leaders.  We propose that leader development is a transformational process and examine the challenges of effecting leader development in an educational (MBA) context.  Next, we propose a paradigm for leadership development in educational settings based on leadership development research; we offer these as the tools for transformation.  Finally, we discuss a study conducted to examine whether MBA programs are using approaches to leadership development based on evidence-based practices.",leadership| development| management
1242,Leadership Development|| Management Education|| Teaching Methods,2|Building Foundations for Leaders' Development through the Personalization of Management Learning,1|Gianpiero Petriglieri|INSEAD||2|Jack Denfeld   Wood|International Institute of Management||3|Jennifer Louise Petriglieri|INSEAD||,1|MED Best Paper in Graduate Management Education Award sponsored by the Graduate Management Admission Council for the most significant contribution to graduate management education.||2|Carolyn Dexter Award Nominee||,"This paper examines the process through which management students develop personal foundations (such as self-awareness, self-management, and a grounding life narrative) for the ongoing development and practice of leadership. We conducted an inductive, qualitative study of the Personal Development Elective, an innovative offering within the curriculum of an international MBA, which gives participants the opportunity to work with a psychotherapist during the course. Our findings suggest that the interplay between students work in the PDE and their overall MBA experience fosters a process of personalization of management learning. This process allows management education to provide a solid foundation for leader development by transforming potentially regressive MBA experiences into rich material for participants personal learning, experimentation, and growth.",leader development| personal development| qualitative research
